"","GSM1385013.REP1","GSM1385014.REP2","GSM1385015.REP2","GSM1385016.CTRL","GSM1385017.CBD"
"HOXB6",-0.36835345,-0.6292525,-0.59703148,9.4071,9.552001
"OR10J1",-0.30288154,-0.7047133,0.20219602,3.2249,3.400504
"DUSP23",-0.23561772,-1.453573,-1.58661066,12.0119,11.932227
"ORM2",-0.18479604,-0.5623633,-0.55382634,4.3944,4.3941
"IL1RL2",-0.56869989,-0.7311233,-1.5163691,3.8998,4.00252
"RAB21",0.88430839,1.0317195,0.88044314,6.866,6.89616
"DLD",0.7044045,1.8033399,1.7248961,10.8831,11.665829
"PAGE4",0.40666322,0.0551533,0.07406847,3.6971,3.61357
"HORMAD2",0.24574221,-0.0135729,-0.50255485,3.8998,3.490365
"ZNF443",1.28457892,1.219232,1.39905653,4.1028,4.708013
"ZACN",-0.64794581,-0.5697071,-0.11584534,4.1454,3.945592
"PAPSS1",1.99728809,0.5715527,0.89251014,9.1784,9.157566
"KCNQ1",0.11866319,-1.8805121,-2.67578977,3.3128,3.706272
"SPN",-0.17918839,-0.3116106,-0.14972199,5.6737,5.669014
"ARHGAP26",0.52040744,-0.7588484,-1.18685758,7.3626,7.59727
"NUDT16",-0.50431387,-0.8854363,-1.09916003,7.5315,7.628929
"CAPN1",0.01183653,0.2443575,0.62397851,10.5542,10.224797
"SDAD1",0.70883373,1.3838418,0.77132021,5.7678,5.799758
"MYCT1",-0.09669827,1.0924391,-0.53884243,2.5009,3.211379
"OXR1",0.86694677,1.721555,0.76890352,6.7321,6.755721
"MYH6",0.02489214,0.1275948,0.59998369,3.757,3.452668
"THNSL1",-0.03231286,0.7484774,0.51938214,4.2161,3.923435
"IGJ",-0.98425939,-0.2190316,-0.56892953,4.5165,4.569836
"CLCNKA",0.06797326,-0.2971017,-0.89112709,3.587,3.741941
"NDST2",-0.22185429,-0.0394081,-0.22428447,7.0833,7.325931
"KLF15",0.38988488,-1.5630687,0.41097338,3.2657,3.769096
"RLN2",0.67915331,0.7175441,0.21277726,7.5242,7.431996
"UHRF1",-0.08287868,-0.0473471,0.50077854,6.6789,6.600356
"ZNF479",-0.45313263,1.0206363,0.31286,3.0299,3.61357
"SDHALP1",-0.25599034,-0.4335904,-0.17414764,9.5599,9.470608
"ZBTB25",0.48819873,0.0562958,0.52990761,6.386,6.469885
"NMRAL1",-0.68083716,-0.2206675,-0.37766401,11.1488,11.375725
"ITM2B",0.84945246,0.5762068,0.54340227,9.861,9.934913
"BRD4",-0.67161376,0.0215315,0.02803342,7.3733,7.645824
"ZNF839",-0.49057733,-0.4770215,-0.36339229,5.6039,5.650185
"TPBG",0.18957282,-0.4323572,-0.37004502,10.7346,10.909497
"FLJ11151",0.5031302,1.2134397,0.8866058,6.171,6.294948
"TLL1",0.42534683,-0.0682856,0.70477136,3.4886,3.706272
"RYR3",-0.57240688,-0.3749626,-0.1554911,3.4886,2.975039
"ATP13A4",-0.30871925,0.3367512,-0.53140291,3.3886,2.975039
"HSPB9",-1.5505452,-1.5775266,-1.2746994,4.8676,4.907378
"BPI",-0.21968595,0.2120621,-1.06242288,3.3886,3.490365
"WFIKKN2",-0.25908722,-0.5451264,-0.02498663,3.4886,3.575997
"C9orf127",0.01532829,-1.0818877,-1.51045651,6.3903,6.6288
"APOBEC3G",-0.14239938,-0.6219689,-1.00550005,6.6789,6.74711
"PDE6B",-0.02053949,1.5644098,-0.1554911,3.4544,3.641099
"APEX1",0.23233411,-0.2345723,0.28459449,10.6889,10.390231
"MANBAL",-0.28635579,-0.0837827,-0.08130767,10.9403,11.102776
"SRP19",0.13016781,-0.0740939,-0.11535832,10.4697,10.585575
"ZXDC",0.34326332,-0.7878467,-0.50598487,8.9598,9.435822
"TXN",0.15425963,-0.3794395,-0.34485873,15.348,15.28136
"INHBC",-0.39985787,-0.4211379,-0.7087316,5.5294,5.390659
"SGCD",1.09990685,-0.6780413,-2.65400991,2.5009,2.593155
"PRSS2",-0.92677228,-0.4398752,-0.70421534,12.2474,12.40087
"FARSB",-0.02668992,0.4857329,0.44467254,13.5538,13.409266
"PAM",0.36726685,0.2076451,-0.78686991,4.9994,4.993189
"CRTAM",-1.12768321,0.0610568,-0.84737387,1.561,2.289684
"BIN2",1.38167873,-0.0135729,-0.08023058,3.1009,5.935539
"TRIM64",0.63702945,0.4655525,-0.60192429,2.3199,2.052759
"CDH12",0.09220428,0.1703583,-0.45580998,3.8263,3.211379
"TMEM171",-0.34189929,-1.5932292,-1.49576177,7.3143,7.1874
"MSL2",0.53642551,-0.695664,-0.20782182,6.7359,6.850637
"SLC17A1",-0.82804416,-0.7737474,0.72862462,2.7479,3.102988
"TMEM123",0.12517402,1.0049875,1.12581305,10.2842,10.172836
"ATP6V1E1",0.19216338,0.5030942,0.37740088,8.255,9.035904
"NLRP9",0.06912765,0.0321476,0.11424282,3.4231,3.211379
"GJA8",0.54131858,-0.4713146,-0.32023788,3.3128,3.490365
"RAP2A",0.76968774,1.0211507,1.01287847,7.5213,7.47548
"IRX1",-0.75420081,0.2374257,0.06222379,4.2161,4.374102
"MYO18B",0.6480623,0.4955072,0.66375475,3.8075,3.641099
"GPR32",0.1024933,-0.2971017,-0.67172864,3.9433,3.890546
"GJB3",-1.1753518,0.4060435,0.3882787,8.3844,8.785129
"ZNF16",-0.36028135,-0.9521812,-0.88349381,6.7671,7.119001
"DKK3",-0.18016124,-0.6304615,-0.72775624,7.3656,8.254344
"KCNMB2",-0.72926674,-0.6974141,-0.52778534,2.5009,2.482512
"ASXL1",-0.20368878,-0.1200825,0.01138969,7.2,6.85825
"KRT80",-0.12063978,-0.2995419,-0.08095405,12.493,12.155931
"RPAP2",-0.02852836,0.2807773,1.03970221,8.021,8.036344
"NR4A3",0.07498138,-1.1520579,-0.92648139,2.5009,1.780831
"SLC6A19",-0.55612484,-0.3545063,-0.48527972,5.8519,6.401213
"DPEP1",0.0269724,-0.4749929,-0.24744121,3.8998,3.769096
"RAB30",0.70074598,0.9700102,0.45039521,4.6143,4.516667
"POU3F3",-0.95331348,-1.1063806,-0.89771739,11.9133,11.697466
"MITD1",0.62457287,0.3862515,0.54117009,10.9534,11.12797
"ASPH",-0.09804119,0.3727022,0.26868671,9.6903,9.684745
"NRN1",-1.19349495,-1.2323634,-1.06082989,8.791,8.505687
"SLC25A46",0.39530537,0.9838151,0.7173577,10.1347,9.74127
"MAGEE1",-0.24300315,-0.9183383,-0.44300722,5.7746,5.621239
"PJA2",1.3313493,0.5556939,0.30060067,8.3115,8.682214
"PNPO",-0.67845321,-0.9920021,-0.50347336,6.0607,6.012033
"CYP2W1",-0.07052806,1.2908174,0.93543083,6.8486,7.002362
"CDH13",0.54350854,-1.5796392,-2.07715559,5.2583,5.621239
"PCGF6",0.37669921,0.9933277,0.70202676,8.4107,8.351172
"FBXO4",0.60062496,-0.2593871,-0.09952492,7.7603,8.055275
"LMO4",-1.08302307,-0.6991743,-0.0520215,9.4718,10.48334
"FPR2",-0.17245535,0.2120621,-1.62470708,2.7479,2.289684
"MDS1",0.02328034,0.1214255,-0.22961249,4.5165,4.484352
"RNF25",-0.90402383,-0.6996452,-0.96012061,8.4642,8.449826
"SLC39A9",-0.31267897,0.0071894,0.27274962,6.815,6.807519
"GLT8D4",1.29613674,0.6894491,0.2894829,5.0502,4.880156
"WNK1",0.7340792,1.1669047,1.13322361,8.6757,8.786138
"PCDH12",0.36204962,0.2703587,0.51938214,3.4231,3.400504
"KCNA5",-1.07352122,0.3966264,0.26792559,2.6088,2.593155
"HEMGN",-0.14851876,0.1026238,-0.0329878,3.2657,3.102988
"HBXIP",0.40026366,-0.5426938,-0.40240564,13.3475,13.215327
"MMP3",0.06912765,1.3547461,0.3702624,3.366,3.313889
"SHF",-0.21639276,0.1987417,0.10964683,6.4819,6.306131
"RNF31",-0.346209,-0.3234159,-0.69298257,9.0665,9.134708
"TSR2",-0.68668108,0.0116843,0.13166411,8.0333,8.087649
"LSM8",0.16373047,0.9416659,0.88119365,10.9095,11.101843
"ZRSR2",-0.16430706,0.7010118,0.76741195,7.8855,8.005943
"ABO",-0.22334844,0.2703587,0.11267268,3.1484,3.102988
"C8orf84",-0.11846309,-0.5451264,-0.91736788,3.5271,3.534091
"LDHC",-1.03223764,-0.9419824,-1.5975588,5.9351,5.78651
"CNNM2",0.29104061,-1.1792742,-1.53718033,4.8767,5.342776
"DNAH5",-0.06220822,-0.0682856,0.51938214,4.2543,4.450052
"IMPACT",1.03420781,1.1519955,0.70373525,7.2379,7.384698
"HEATR4",0.16421302,-1.1319856,0.17926865,4.3242,3.641099
"SLC38A6",0.00412473,1.3540533,1.40382976,7.9416,7.738891
"CSNK1G1",0.15736886,2.134522,0.90116947,6.0506,5.628582
"PLVAP",-0.68881548,0.3367512,1.78444126,3.757,3.490365
"BXDC5",0.57302753,0.1782892,0.21781553,11.2906,11.365251
"SAP30",-0.23589816,0.1982356,0.26229302,10.0858,10.358514
"REG3G",1.05712632,0.607604,0.10578343,3.1009,3.026482
"GNGT2",0.32795745,0.388712,1.44328307,4.3616,4.466905
"GABRA4",-0.14851876,-0.3530827,-1.02869069,2.8733,2.746771
"ZC3H8",-0.5430463,1.1237683,0.907409,7.8308,8.383324
"KIAA0247",0.44155226,0.4939003,0.55100002,10.3293,10.370708
"SH3TC1",-0.83078642,-0.9787221,-1.07191311,6.2713,7.512768
"DOCK5",0.02328034,0.6326793,0.29485141,4.8568,4.837994
"LYSMD1",-0.60290857,-1.282169,-1.36672351,8.5545,8.759659
"ADCK4",-0.13694384,-0.5782618,-0.22675717,5.3669,5.062589
"LCMT1",-0.30699389,-0.2061507,-0.42629041,11.368,11.492813
"COL4A5",1.05598069,0.6716567,0.72639202,8.5236,8.183802
"TAS2R9",-0.29323841,-0.6776706,-0.91736788,4.0035,4.073103
"DET1",-0.33176242,0.2513778,0.28509573,8.5084,8.577562
"ABHD14B",-0.47439657,-0.7437408,-1.0237958,7.3355,7.789871
"THUMPD3",0.75690926,0.5382474,0.64277423,9.6775,9.82202
"AFTPH",0.7554492,1.4285806,1.17926463,8.9245,9.073048
"ERCC6",-0.01292125,0.9327125,1.00500158,6.7401,6.995496
"VEGFB",0.16431964,0.1065225,0.09787207,12.7798,12.950793
"FAM171A1",-1.35692438,-1.3385162,-0.22810622,3.9433,3.741941
"TMEM86A",0.57935807,-0.3394304,-1.38567921,3.6971,3.972485
"TESK2",0.75704294,-0.2084973,-0.00380567,5.4514,5.52139
"TPPP",0.6480623,0.4955072,-0.32023788,3.3886,3.313889
"PLCL1",0.24878655,-0.0186219,0.63165089,3.0299,3.211379
"BICD2",-0.67652359,-0.5223099,0.1786123,5.7184,6.051285
"ZFPM1",-0.78475978,-0.8331633,-0.51270847,12.7621,12.637425
"PSG3",0.88588784,0.6549592,0.51938214,3.1484,2.482512
"ARHGAP27",-0.74158126,-0.0870301,0.47793331,6.9086,6.625636
"ANKDD1A",0.43529077,0.5902026,-0.40324621,3.5271,3.858474
"HIST1H2BO",-0.59981537,-0.4127036,-0.25518629,11.0321,10.806819
"RRAS",0.12293869,-0.5094086,-0.40121696,12.3387,12.424508
"GADD45G",-0.86635717,-1.5358275,-1.76090376,4.4696,4.644663
"CDC42SE1",-0.54784045,0.0452091,0.16360402,8.5224,8.226153
"MYO10",0.05430201,-0.0387087,0.02295894,7.4432,7.264933
"TSPAN2",0.18149929,-0.582124,-0.5994688,8.208,8.246838
"DHH",-0.79017357,-0.6788532,-0.91248278,8.0245,6.939755
"OR8D2",0.27224277,0.5902026,2.03002292,3.0299,2.975039
"SPSB2",-0.67680955,-0.7474587,-0.70328956,8.9829,9.397272
"TDRD6",0.63702945,-0.1879477,-0.64822724,2.8733,2.975039
"EIF3M",0.00951373,0.2936307,0.45126366,13.8951,13.86863
"RNASEL",0.87933695,1.092149,1.1095754,7.5749,7.309752
"PKNOX1",0.35747756,0.3524489,0.26463766,8.7293,8.82944
"SOAT2",-0.03231286,-0.0721663,-0.60472614,4.1979,3.945592
"ZNHIT3",0.12821875,0.3824574,0.44720569,11.5661,11.756897
"JARID1B",0.95812837,0.8147812,0.61020088,9.5948,9.701975
"TBX4",-0.02053949,-0.7062724,-0.54337985,2.9373,2.482512
"EIF2B4",-0.98984767,0.132092,-0.1062875,8.8639,8.663947
"DUOX1",-0.34745844,-0.2044812,-0.39069109,7.7202,7.471811
"OSTalpha",0.13669799,-0.1306205,-1.08992627,4.1454,3.641099
"IL2RB",1.77481858,-0.4749929,-0.72975217,4.3242,5.007605
"GPN2",-0.51884784,-0.4924069,-0.70432907,9.889,10.178325
"EAPP",0.29312622,0.4293077,0.28235457,9.9229,10.203025
"C18orf10",-0.05645325,0.7989537,0.87960837,11.5685,11.318239
"ZWINT",0.16138142,0.6901979,0.97070833,12.0822,12.053413
"C3orf20",0.17790717,1.8367478,0.17926865,3.8493,4.143966
"NDUFB7",-0.06852974,-0.0534583,-0.22037815,11.2258,11.124041
"ZNF322B",0.51142469,1.0770207,0.83262689,8.3925,8.43726
"ATP5S",-0.64262985,-0.0299612,-0.10138345,8.9406,8.99497
"DEDD2",-0.35372787,-0.4592598,-0.58632065,10.4773,10.416232
"IRX2",-0.01726307,-0.6143993,-0.75906768,9.226,9.301758
"ZW10",0.85326395,0.8529936,0.97282971,9.4238,9.287909
"S100B",-0.04121304,-0.3533597,-1.53571625,2.9891,3.102988
"SH2D5",-1.14360722,-2.0972715,-2.28859468,9.7315,10.298799
"PER2",-0.73417074,1.2216259,0.57659398,4.7111,4.689818
"RYR1",0.38647094,1.8890824,0.50338091,3.4544,4.339804
"EIF4E2",-0.09474921,-0.4387495,-0.48061905,12.8154,12.967028
"DEPDC1B",1.29217116,1.4116153,1.29802498,8.5516,8.21753
"RNF181",-0.19277611,0.1078814,0.06911094,12.3664,12.455014
"EIF3D",-0.23011157,-0.5764007,-0.74528073,14.63,14.865498
"C7orf34",-0.12062662,-0.8536469,-0.56765364,4.1808,4.361331
"CHRNA9",-0.36546762,-1.2464926,-0.82869418,2.3199,3.261144
"ORC4L",0.45306446,0.801443,1.32000857,5.922,5.049925
"SLC4A10",-0.33640873,0.7020342,0.31059637,2.6756,2.821748
"ABR",0.21506998,0.4966562,0.49781899,10.701,10.920753
"SOLH",-0.52064305,-0.7130715,-0.65017493,4.064,4.300218
"TMEM199",-0.25902178,-0.4147125,-0.50416206,9.7097,9.691282
"HSD11B1L",-0.22239072,-1.2411235,-1.32693129,6.0372,6.426367
"LYSMD3",0.17790717,-1.2338548,0.04199428,3.5271,3.641099
"C22orf31",-0.59985045,0.4655525,0.25276114,3.1484,3.211379
"ZNF558",0.61509485,1.1102437,0.67981274,6.9525,7.397036
"ZNF44",1.22737711,0.8025527,0.47628688,4.8063,5.399714
"DIXDC1",0.79086718,1.0888871,1.00354523,4.9249,4.450052
"STX18",-0.27034184,0.2794999,0.2565508,9.0184,9.098833
"YME1L1",0.90977657,0.6204781,0.66134101,9.3505,9.393623
"FANCI",-0.30302466,0.1519494,0.21071978,8.0389,8.352687
"ME1",0.45647495,0.4557089,0.29489701,6.6851,7.181858
"CIB3",-0.13941805,-1.2163699,-1.0256107,5.0425,5.097623
"OIT3",0.24711691,-0.2196343,-0.65183143,2.5009,2.669062
"STAT6",-0.75070341,0.00713,-0.16906836,9.7236,9.737591
"MXRA5",0.51885027,1.7692972,1.98996244,3.5271,3.313889
"CRTAP",0.26011607,0.0489295,0.19512544,4.2543,3.858474
"FGF18",0.13325579,-1.4217875,-1.5043824,4.5165,4.504786
"VWDE",0.78007406,-0.0890154,-0.03679094,7.0357,6.967439
"JARID1C",0.15273836,-0.7897257,-0.36517791,8.9092,9.202097
"GPLD1",1.31483861,0.4088777,1.08745674,3.4886,3.368842
"DNAJC6",0.33470099,-0.3316797,-0.1554911,4.5426,4.553233
"RAB11A",0.69153972,0.8645558,0.89795208,11.253,11.296986
"FAM90A1",-0.94428702,0.3955771,-0.15993793,4.9886,5.155979
"GALNT12",0.44618659,-0.3924398,0.10110666,5.9859,5.823246
"MRPS5",-0.03981789,-0.2155254,-0.22544368,9.7726,9.787135
"TBCC",-0.19630452,-0.4368151,-0.18532796,8.1602,7.460965
"SERINC5",-0.190737,-0.3166243,-0.3637652,7.5611,7.695494
"B4GALT7",-0.74393733,-1.0032942,-0.84690241,8.0018,8.09396
"SPNS2",-0.22554374,-0.1980908,-0.36112946,11.0037,11.327715
"LRCH3",-0.5734932,-0.2008051,0.4106614,5.1024,5.019666
"GNB1",0.37033951,-0.0603351,0.21979491,11.4123,11.676704
"C13orf16",0.34735748,0.7254343,0.56928342,4.3242,4.339804
"LRRN1",0.61668125,0.7720916,-0.12905127,2.3199,2.746771
"EVI2A",-0.27131387,-0.2524908,0.00966151,4.1028,4.00252
"C9orf163",-0.317444,-0.5031049,-0.62264729,9.8801,9.79825
"LMOD1",-0.49143756,-0.1991532,-0.41159985,5.7823,5.633958
"BNIP3L",0.92961372,1.5510667,1.63076858,9.8843,10.498811
"DLGAP4",-0.91916651,-0.697216,-1.0481004,7.3884,7.369743
"C19orf20",-0.2678065,-0.4395662,0.08658612,5.2066,5.456789
"BCL10",0.63630935,1.0550064,0.84840634,10.3556,10.126674
"DEFB105B",-0.73481717,0.2120621,-0.22059892,3.5271,2.821748
"ATG3",0.39105268,0.0225448,-0.06722017,11.3542,11.398146
"NUFIP1",0.86669002,0.9038767,0.42936689,6.7712,6.74204
"DPM3",0.28601547,-0.4847333,-0.49254755,6.326,6.486459
"IL22RA2",0.32134379,-0.5016318,0.17926865,2.6756,2.975039
"TXNDC10",0.83308827,1.6481922,1.88117785,5.0107,5.752312
"AP2S1",-0.30632137,-0.6249418,-0.64588595,12.0464,12.147262
"BCL7A",0.24742282,-0.789858,-0.13746509,4.5319,4.786552
"CDCA2",0.70515391,1.2665647,0.95440026,11.0855,10.659221
"BLMH",0.24291717,0.3261183,0.35500464,11.3031,11.304684
"VEZF1",0.3423686,0.8723498,0.73597003,9.5809,9.312031
"CASP4",0.03110443,0.4790434,0.32534013,13.6763,13.833485
"TBX3",-0.38628847,-0.5370922,-0.73590635,6.5358,6.942804
"PMS2L3",-0.61809201,-0.491054,-0.70210613,8.4471,8.63885
"ZNF133",-0.6243834,-0.7751453,-0.9365956,9.9138,10.506257
"FAM136A",-0.26457773,0.6222088,0.66715287,11.5436,11.435094
"ZNF19",0.26426635,0.8125371,0.45147776,4.4112,4.587006
"FEZ1",0.35818519,-1.5630687,-1.07937186,3.1907,3.741941
"C3orf18",-0.70354046,-1.172453,-1.25060205,8.211,7.964855
"TNFRSF17",0.02328034,-0.0186219,-1.33794654,2.1035,2.821748
"ANKRD28",0.47645556,-1.0958985,0.44829554,4.9249,5.16924
"CCBP2",0.17790717,-0.2480499,-0.19727433,3.9241,3.575997
"G6PD",-0.15746494,-0.7765473,-0.48648854,8.6561,8.992355
"XRRA1",1.4614244,0.4270396,1.53893165,5.3428,5.38164
"ARMETL1",-0.51679725,-0.0006667,0.52074661,3.1907,3.400504
"TAGLN",0.1540122,-1.135837,-1.42031959,6.3903,5.701816
"RAMP2",-0.22334844,-0.8124031,1.71055048,1.1472,3.154883
"LOR",-0.90409836,-1.1965567,-1.53712677,4.4262,4.450052
"GPR6",-1.1729947,0.3481483,-0.54337985,3.6971,4.262949
"AGAP3",-0.9464805,-0.8317419,-0.63329014,13.4044,13.086328
"ZNF22",-0.05160139,1.4806992,1.41633946,4.6036,5.088079
"DOCK10",0.42478432,0.0995688,0.75190311,6.6704,6.566068
"TSFM",0.03959466,-0.3227397,-0.36183853,11.8506,11.834421
"NCL",-0.38673023,0.384816,0.90022424,10.9302,10.702726
"MRE11A",0.69644524,1.1194746,1.72861065,8.9521,8.936353
"MED21",0.31046362,1.1173876,0.79590427,9.0528,8.686968
"RPP38",0.13511112,-0.0897775,0.05059998,10.3566,10.198691
"KIAA0922",1.98694526,-0.4749929,1.3036475,4.5426,4.224208
"HIF1AN",-0.37489458,0.2103598,-0.08018273,5.6662,5.567562
"SH3GL1",0.177745,-0.0534391,0.11730351,12.6711,12.640413
"SNAP29",1.30461961,1.2717646,0.48095539,5.634,5.752312
"NLGN4X",0.13909798,-0.5016318,-0.75342914,2.8053,3.400504
"HCCA2",-0.44767378,-0.6526888,-0.5524089,8.7053,8.723127
"PPP1R1C",0.1904102,0.9867009,0.31684191,4.6994,5.097623
"C2orf74",0.77404933,1.1643766,1.53838351,9.6244,9.517844
"PRKAB2",0.85587832,0.3722366,0.49951703,9.0528,9.436806
"SLITRK1",-0.05888168,-0.2899614,0.24517781,3.0299,2.289684
"GLIS1",-0.18902042,-0.9920021,-0.93228218,5.0739,4.659897
"PNPLA4",-0.60960094,-0.0478105,0.17741682,11.3713,11.469539
"RADIL",-0.50302253,-0.3934907,-0.0329878,2.8053,1.895751
"RPS5",-0.45848876,-0.2399945,-0.43297864,12.1501,12.156898
"CREBZF",1.46534334,0.0179004,0.03557354,8.1704,8.473222
"NDUFB2",-0.31553105,0.7076994,0.76630759,13.9182,13.954049
"AGGF1",0.50098969,0.0906812,0.0555914,9.441,9.321879
"SH3RF2",-0.46000716,-1.0446912,-1.12696923,6.2867,6.426367
"CDK5R2",-0.75378077,-0.8153458,-0.75985978,7.2649,7.009099
"ELP2",-0.15141209,0.3417251,0.21443691,8.121,8.352687
"BATF3",-0.51959366,-2.3442773,-2.30504207,5.7002,6.266208
"KCNN4",-0.45412966,1.2500276,1.09331508,10.9999,10.637236
"DSC1",0.86244695,-0.3530827,0.54983982,2.5009,2.669062
"FMO4",0.17801244,-0.5942754,0.31637931,4.064,3.769096
"FRZB",0.86410643,-1.0584647,0.74284578,4.2161,3.313889
"TEDDM1",0.19846905,1.131308,-1.61009629,2.4362,2.746771
"PROK1",-0.75016938,-0.0135729,1.14390278,2.8053,2.821748
"RAB15",-0.25879003,0.5201479,0.54394896,10.9823,10.931473
"GCA",1.13506644,0.955632,0.90661541,8.7124,9.339721
"TMCO3",0.50915655,1.8719655,1.89962376,10.6207,10.611117
"FGFBP2",0.02489214,0.6726227,0.34544919,3.3886,3.945592
"GATAD2B",1.3918284,-0.5219743,0.03891736,6.0372,6.381729
"SERPINA6",-0.98205965,-1.3450705,-1.24071069,6.7039,6.330562
"FGFR1OP2",0.17829121,1.0135821,0.98800531,8.9856,8.698315
"KRT23",0.34813571,-1.0728765,-1.00334214,11.5322,11.274944
"ZNF804B",0.02489214,-0.0622444,-0.41211715,3.0299,3.679091
"GPT2",-1.52106554,-1.5182957,-1.44859024,8.9228,9.627763
"PCDHB15",0.05084329,1.179993,0.61434809,3.0299,3.211379
"PSMB10",0.03794889,-0.2272624,-0.25872913,12.813,12.743218
"PADI2",-0.19744235,-0.5745344,-0.70662507,4.937,5.47276
"RBM7",1.38412147,1.2052473,1.39075487,7.9626,7.756472
"OGFRL1",0.13299294,0.4036401,0.2250526,8.895,9.481692
"ACER3",0.51453037,0.9605709,0.87992591,9.4651,9.310511
"ROMO1",-0.16499285,0.3759846,0.20967334,14.843,14.75182
"RGL4",-0.74754366,0.488387,0.81198131,2.5009,-0.596021
"CARD6",0.81708995,2.0184372,1.8163254,10.4318,9.453663
"ANKRD17",-0.19540242,0.3887176,0.24494476,11.6858,11.62797
"FAM118A",0.95177746,-0.1231852,-0.01972204,5.1884,5.342776
"TGFB3",-0.56022978,0.1026238,-0.12905127,3.3128,3.452668
"FAM82A2",-0.2269682,-0.5099494,0.04796783,7.873,7.826741
"C22orf23",-0.3119357,-1.4426374,-1.50324029,6.5305,6.406123
"RSL1D1",-1.2713868,0.3297712,0.49931375,8.255,8.108682
"CES7",-0.73481717,-0.5451264,0.40564623,3.8493,3.83126
"TCTE3",0.08335724,-0.2190316,-0.8747552,4.3616,4.157538
"HSD11B1",0.06765629,-2.1237011,-2.87292346,9.1513,9.543455
"C16orf65",-0.66654886,-1.1319856,-1.61009629,2.5009,2.746771
"MYH1",0.56905126,-0.6160772,0.69557742,2.5009,3.026482
"B3GALT1",-0.34239267,0.2703587,-0.31351549,3.3886,3.490365
"RRP1",-0.74321707,-0.1310722,-0.32398186,11.283,11.208068
"VPRBP",0.84635868,-0.6068181,-0.47506552,5.1227,5.062589
"MUS81",-0.88233264,-0.328302,-0.27673102,12.0059,12.410076
"CELSR1",1.07408087,0.7752629,0.62241678,9.5446,9.291892
"MUSK",-0.12062662,-0.1447327,-0.42401133,4.3944,4.484352
"POTED",-0.59815509,0.2664711,3.12906805,2.3199,3.154883
"IFT140",-0.25255683,-0.4975961,-0.8185043,5.4161,5.879773
"CAMK1D",0.25075779,-2.1401869,-2.43911391,5.2066,5.52139
"PACRGL",0.29741508,-0.0995703,0.09571566,7.6556,7.570495
"LHCGR",-0.56456935,-0.1151022,0.74345653,1.86,2.746771
"HILS1",0.50075955,-0.1091761,-0.22810622,4.3242,4.048525
"NQO2",-0.55387505,-0.0360992,-0.20826737,9.4882,9.603468
"DSG1",0.14519952,0.4342613,-0.74271282,3.1907,2.821748
"ATP5B",-0.1201523,-0.21786,0.03129011,12.9741,12.925442
"SEC61A2",-0.55729192,-0.234051,-0.21431843,8.4751,8.620865
"TNC",0.71111288,0.1960842,0.6466332,9.1238,8.848885
"SSPO",0.82709458,0.5794819,0.24517781,3.1484,3.313889
"GNL1",-0.53923075,0.4958717,0.44872149,9.7559,9.696595
"SUCLG2",0.6503486,0.3004395,1.43366249,7.017,7.175629
"PRDM13",-0.36546762,-0.6780413,0.96059712,2.226,2.912117
"GCLC",0.06162671,0.1269815,-0.2203965,8.8745,9.085245
"MED27",-0.97054107,-1.5335081,-1.44992153,8.4579,8.445491
"DBNDD1",-0.47040648,-0.6944797,-0.34559389,8.0018,7.302958
"RCN1",0.96180016,0.0160415,0.25202218,8.6837,9.04168
"NUP133",0.9132749,1.2568498,1.09112513,9.3306,10.247612
"KLF8",-0.79883283,0.8500601,0.52446106,4.7851,5.133203
"C6orf89",-0.42238503,-0.3994632,-0.42199843,8.3333,8.593117
"NFE2",0.0263066,-0.1872492,-0.53395408,7.7964,7.26213
"CROT",0.58640034,2.0333534,1.1531979,3.2249,3.858474
"APOA1BP",-0.339282,-0.0372467,-0.09185832,12.2784,12.155118
"LOC55908",2.51819839,0.2120621,0.57113915,3.674,3.61357
"MRPL30",0.30044296,0.5318884,0.57214972,10.9181,10.641106
"HELB",0.77495933,0.8522465,1.61349647,5.8954,5.976835
"FUBP3",1.66772257,0.6988087,0.6615541,10.4619,10.515647
"NOLC1",-0.00288723,-0.1758614,-0.21374436,11.4081,11.358671
"ACBD3",1.48884968,0.4568572,0.59552903,7.6763,7.851536
"TMEM133",1.03099691,0.5194587,0.84126203,6.4819,6.294948
"ATP5L",-0.05068541,0.1831044,0.23740633,15.4196,15.432305
"DHX9",0.96797409,1.04436,1.0942992,10.2429,9.951577
"ROR1",0.24475551,-0.3362887,-0.68279705,5.0878,5.47276
"TINAGL1",0.01506042,-0.8898708,-0.18693546,8.5559,9.111269
"AACS",-0.36242465,-0.0255237,0.13173652,10.0564,9.731441
"SLC13A4",-0.18328095,-0.3394304,-0.12702895,4.0863,3.741941
"C17orf61",0.4113701,0.0130623,0.1868993,12.4392,12.477685
"TREML3",0.52447164,-0.6974141,-0.31314216,3.3128,2.821748
"MDFI",-0.68180185,-0.4992104,-0.56817106,8.8575,9.194573
"IL20RB",-2.24669681,-1.1979276,-1.05139717,8.1232,9.604393
"PMP2",-0.89807047,-1.2464926,0.57816624,2.7479,2.821748
"EEF1B2",-0.24532864,-0.0448065,0.23733818,14.2268,14.15918
