"","DE_Incr_ARHGEF10_cntrl","DE_decr_ARGHEF10_cntrl","FC_incr_ARHGEF10_cntrl","FC_decr_ARGHEF10_cntrl","MiaPACA2_EV","MiaPACA2_EV.Detection_Pval","MiaPACA2_ARHGEF10","MiaPACA2_ARHGEF10.Detection_Pval","Hs766T_shGFP","Hs766T_shGFP.Detection_Pval","Hs766T_shARHGEF10","Hs766T_shARHGEF10.Detection_Pval","Symbol","n"
"ACSBG2",175.5,-185.7,2.67621776504298,0.379966611018364,104.7,0.77931,280.2,0.38966,299.5,0.54138,113.8,0.92759,"ACSBG2",1
"ACSF2",2438.6,-591.3,12.6013320647003,0.21421926910299,210.2,0,2648.8,0,752.5,0,161.2,0.01724,"ACSF2",1
"ACSF3",397.4,-201,4.18684843624699,0.424892703862661,124.7,0.02069,522.1,0,349.5,0.07241,148.5,0.05517,"ACSF3",1
"ACSL1",1112.6,-498.8,6.52158808933002,0.247775599457095,201.5,0,1314.1,0,663.1,0,164.3,0.01379,"ACSL1",1
"ACSL3",11687.6333333333,-9764.13333333333,6.41754608241529,0.260427397038922,2157.36666666667,0,13845,0,13202.4,0,3438.26666666667,0,"ACSL3",3
"ACSL4",3716.85,-5456.4,8.56264306424538,0.170655895306022,491.475,0.1301725,4208.325,0.218965,6579.175,0.006035,1122.775,0.1275875,"ACSL4",4
"ACSL5",-63.26,-4820.88,0.863310285220398,0.307685016845171,462.8,0.166896,399.54,0.253104,6963.42,0.081378,2142.54,0.111036,"ACSL5",5
"ACSL6",149.1,-221.7,2.22615131578947,0.382322212161315,121.6,0.2362075,270.7,0.5818975,358.925,0.19914,137.225,0.418965,"ACSL6",4
"ACSM1",161.7,-164.1,2.66016427104723,0.424008424008424,97.4,0.96897,259.1,0.82759,284.9,0.75517,120.8,0.63793,"ACSM1",1
"ACSM2B",173.55,-184.15,2.67519305019305,0.43102116483856,103.6,0.827585,277.15,0.46724,323.65,0.306895,139.5,0.163795,"ACSM2B",2
"ACSM3",569.7,-410.6,4.40390360485959,0.231853330007483,167.366666666667,0.275863333333333,737.066666666667,0.127586666666667,534.533333333333,0.173563333333333,123.933333333333,0.573563333333333,"ACSM3",3
"ACSM5",148,-169.6,2.30396475770925,0.405746320953048,113.5,0.26207,261.5,0.76552,285.4,0.74828,115.8,0.87586,"ACSM5",1
"ACSS1",2041.1,-9624.3,4.7644780523792,0.104632989115267,542.2,0,2583.3,0,10749,0,1124.7,0,"ACSS1",1
"ACSS2",6566.25,-5665.4,3.70614175175412,0.394814357856843,2426.425,0.0948275,8992.675,0.2172425,9361.425,0.1405175,3696.025,0.14138,"ACSS2",4
"ACSS3",191.1,-182.7,2.60050251256281,0.397029702970297,119.4,0.08276,310.5,0.08621,303,0.46207,120.3,0.65172,"ACSS3",1
"ACTA1",308,-195.5,3.95019157088123,0.376594387755102,104.4,0.78621,412.4,0,313.6,0.32414,118.1,0.75517,"ACTA1",1
"ACTA2",4532,-12054.5,1.67926677558117,0.280276795949561,6671.9,0,11203.9,0,16748.8,0,4694.3,0,"ACTA2",1
"ACTB",15234.05,-12560.75,1.82083770000242,0.608086477918739,18559.15,0,33793.2,0,32049.8,0,19489.05,0,"ACTB",2
"ACTBL2",874.6,-308.6,7.18966737438075,0.304328223624887,141.3,0,1015.9,0,443.6,0.01034,135,0.25517,"ACTBL2",1
"ACTC1",204.2,-418.1,2.65344129554656,0.247073653880785,123.5,0.02069,327.7,0.01724,555.3,0.00345,137.2,0.20345,"ACTC1",1
"ACTG1",3078.9,-3413.5,1.25952055833713,0.731400243931227,11863.8,0,14942.7,0,12708.5,0,9295,0,"ACTG1",1
"ACTG2",430.2,-14759.9,2.05415339377604,0.00885056776593673,408.1,0,838.3,0,14891.7,0,131.8,0.3069,"ACTG2",1
"ACTL6A",11507.1,-8495.2,4.00223071604681,0.276499344223203,3832.85,0,15339.95,0,11741.8,0,3246.6,0,"ACTL6A",2
"ACTL6B",167.2,-197.3,2.52276867030965,0.377209595959596,109.8,0.48621,277,0.46897,316.8,0.27931,119.5,0.68276,"ACTL6B",1
"ACTL7A",146.5,-150.2,2.38731060606061,0.437031484257871,105.6,0.74483,252.1,0.92414,266.8,0.94138,116.6,0.81724,"ACTL7A",1
"ACTL7B",161.6,-183.5,2.46112115732369,0.383814640698455,110.6,0.42759,272.2,0.55517,297.8,0.56897,114.3,0.92414,"ACTL7B",1
"ACTL8",178.9,-184,2.70706106870229,0.446450060168472,104.8,0.77931,283.7,0.34138,332.4,0.15172,148.4,0.05517,"ACTL8",1
"ACTN1",25279.3,-28674.8,15.8798045794338,0.0801693719124912,1698.9,0,26978.2,0,31174,0,2499.2,0,"ACTN1",1
"ACTN2",175.1,-172,2.59326660600546,0.417738659444821,109.9,0.48621,285,0.33448,295.4,0.6,123.4,0.55172,"ACTN2",1
"ACTN3",238.3,-191.2,3.16636363636364,0.38560411311054,110,0.48621,348.3,0.0069,311.2,0.34138,120,0.66897,"ACTN3",1
"ACTN4",15492.6,-17852.5,4.60821668956844,0.330783042880116,4293.7,0,19786.3,0,26676.7,0,8824.2,0,"ACTN4",1
"ACTR10",5100.5,-5530.1,24.2369020501139,0.0546514410749085,219.5,0,5320,0,5849.8,0,319.7,0,"ACTR10",1
"ACTR1A",6737.7,-10402.4,10.4710430137757,0.215369181683097,711.4,0,7449.1,0,13257.7,0,2855.3,0,"ACTR1A",1
"ACTR1B",17486.3,-15536.9,9.66817032667427,0.185620236709962,2017.3,0,19503.6,0,19078.2,0,3541.3,0,"ACTR1B",1
"ACTR2",3799.1,-3322.6,1.6887293558855,0.630912443624892,5516.1,0,9315.2,0,9002.2,0,5679.6,0,"ACTR2",1
"ACTR3",10409.9,-10386.5,4.01543942992874,0.29541014300057,3452.2,0,13862.1,0,14741.2,0,4354.7,0,"ACTR3",1
"ACTR3B",2019.66666666667,-1384.43333333333,11.0949683438854,0.120138123887806,200.066666666667,0,2219.73333333333,0,1573.46666666667,0,189.033333333333,0.02069,"ACTR3B",3
"ACTR5",2077.7,-2538.4,6.3466289243438,0.245197740112994,388.6,0,2466.3,0,3363,0,824.6,0,"ACTR5",1
"ACTR6",14314.9,-13327.7,3.75886060092123,0.292152853387152,5188.7,0,19503.6,0,18828.5,0,5500.8,0,"ACTR6",1
"ACTR8",2604.8,-2366.9,14.602088772846,0.0889179722083221,191.5,0,2796.3,0,2597.9,0,231,0,"ACTR8",1
"ACTRT1",162.2,-249.4,2.34605809128631,0.372894141312547,120.5,0.05862,282.7,0.34138,397.7,0.01379,148.3,0.05517,"ACTRT1",1
"ACTRT2",144.6,-188.7,2.23695466210436,0.36421832884097,116.9,0.14828,261.5,0.76897,296.8,0.57241,108.1,0.97931,"ACTRT2",1
"ACVR1",6922.6,-10250.8,6.73490183083423,0.3029416964735,1207.1,0,8129.7,0,14705.8,0,4455,0,"ACVR1",1
"ACVR1B",1317.75,-1409.45,10.1829268292683,0.104770071138211,143.5,0.1215525,1461.25,0.0405175,1574.4,0.0068975,164.95,0.14655,"ACVR1B",4
"ACVR1C",202.6,-337.2,2.86384544618215,0.274058127018299,108.7,0.53793,311.3,0.07586,464.5,0.01034,127.3,0.41034,"ACVR1C",1
"ACVR2A",2486.95,-3861.9,16.3705191594561,0.0669034502754422,161.8,0,2648.75,0,4138.8,0,276.9,0,"ACVR2A",2
"ACVR2B",349.8,-449.6,4.44630541871921,0.21081270844304,101.5,0.8931,451.3,0,569.7,0.00345,120.1,0.65862,"ACVR2B",1
"ACVRL1",661.2,-713.6,2.59903264812576,0.927658323449206,413.5,0.25517,1074.7,0.00345,9864.3,0,9150.7,0,"ACVRL1",2
"ACY1",9720.5,-11117.2,25.2164922770304,0.127501608877867,401.4,0,10121.9,0,12741.8,0,1624.6,0,"ACY1",1
"ACY3",200,-315.3,2.82815356489945,0.309007232084155,109.4,0.50345,309.4,0.08621,456.3,0.01034,141,0.12759,"ACY3",1
"ACYP1",7473.63333333333,-6802.96666666667,13.3927150121601,0.0947603269861124,603.066666666667,0,8076.7,0,7515.1,0,712.133333333333,0.00115,"ACYP1",3
"ACYP2",5192.2,-5217,11.5126543834784,0.199717745956021,493.9,0,5686.1,0,6518.95,0,1301.95,0,"ACYP2",2
"ADA",17219.4,-10887.1,6.98644138506466,0.29458911343359,2876.4,0,20095.8,0,15433.7,0,4546.6,0,"ADA",1
"ADAD1",160.4,-166.1,2.43470483005367,0.429209621993127,111.8,0.36552,272.2,0.55517,291,0.66552,124.9,0.49655,"ADAD1",1
"ADAD2",198.8,-212.6,3.02032520325203,0.333959899749373,98.4,0.96552,297.2,0.17241,319.2,0.25862,106.6,0.98621,"ADAD2",1
"ADAL",1349,-2403,8.39989029072957,0.113545816733068,182.3,0,1531.3,0,2710.8,0,307.8,0,"ADAL",1
"ADAM10",10182.35,-9270.7,3.81222122488435,0.325615229615404,3620.75,0,13803.1,0,13746.9,0,4476.2,0,"ADAM10",2
"ADAM11",2995,-295.3,9.3171341294085,0.330385487528345,360.1,0,3355.1,0,441,0.01034,145.7,0.06897,"ADAM11",1
"ADAM12",141.2,-211.7,2.07567293042153,0.361066398390342,131.266666666667,0.0965533333333333,272.466666666667,0.63333,331.333333333333,0.36322,119.633333333333,0.66207,"ADAM12",3
"ADAM15",11981.8,-13564,14.5499849215923,0.195252042424686,884.266666666667,0,12866.0666666667,0,16854.9666666667,0,3290.96666666667,0,"ADAM15",3
"ADAM17",15105,-14009.35,13.4382411067194,0.0922971261221277,1214.4,0,16319.4,0,15433.85,0,1424.5,0,"ADAM17",2
"ADAM18",191.6,-191.5,2.84053794428434,0.374591770084912,104.1,0.79655,295.7,0.17931,306.2,0.40345,114.7,0.91379,"ADAM18",1
"ADAM19",537.6,-2930.33333333333,4.53064798598949,0.100747757239743,152.266666666667,0.188506666666667,689.866666666667,0.45977,3258.63333333333,0.186206666666667,328.3,0.367816666666667,"ADAM19",3
"ADAM2",196.4,-179.7,2.6843910806175,0.446906740535549,116.6,0.15172,313,0.06897,324.9,0.21034,145.2,0.07586,"ADAM2",1
"ADAM20",181.5,-216.5,2.74017257909875,0.407498631636563,104.3,0.7931,285.8,0.32069,365.4,0.02759,148.9,0.05517,"ADAM20",1
"ADAM21",266.9,-509.2,3.23721709974853,0.19417629371736,119.3,0.08276,386.2,0.00345,631.9,0,122.7,0.57241,"ADAM21",1
"ADAM21P",183,-175.2,2.73954372623574,0.440076701821668,105.2,0.75862,288.2,0.28966,312.9,0.32759,137.7,0.1931,"ADAM21P",1
"ADAM22",1920.36666666667,-226.366666666667,14.1712391403749,0.363244256915143,145.8,0.329883333333333,2066.16666666667,0.00459666666666667,355.5,0.216093333333333,129.133333333333,0.391953333333333,"ADAM22",3
"ADAM23",224.9,-145.6,3.15009560229446,0.457121551081283,104.6,0.77931,329.5,0.01724,268.2,0.93448,122.6,0.58276,"ADAM23",1
"ADAM28",139.466666666667,-807.2,2.10600052868094,0.181698374615619,126.1,0.28046,265.566666666667,0.680463333333333,986.433333333333,0.229886666666667,179.233333333333,0.0643666666666667,"ADAM28",3
"ADAM29",156,-184,2.3941018766756,0.444612134017507,111.9,0.36207,267.9,0.62069,331.3,0.16552,147.3,0.05862,"ADAM29",1
"ADAM30",164,-134.9,2.34646962233169,0.464044497417561,121.8,0.03448,285.8,0.32069,251.7,0.9931,116.8,0.81724,"ADAM30",1
"ADAM32",312.5,-480.033333333333,3.6005547850208,0.23731596229213,120.166666666667,0.0666666666666667,432.666666666667,0.0023,629.4,0.00344666666666667,149.366666666667,0.206896666666667,"ADAM32",3
"ADAM33",170.55,-166,2.47025862068966,0.444351464435146,116,0.25517,286.55,0.32586,298.75,0.55,132.75,0.28448,"ADAM33",2
"ADAM3A",154.333333333333,-176.933333333333,2.44236760124611,0.408711150718503,107,0.629886666666667,261.333333333333,0.752873333333333,299.233333333333,0.545976666666667,122.3,0.602296666666667,"ADAM3A",3
"ADAM5P",188.6,-196,2.841796875,0.397293972939729,102.4,0.87586,291,0.25517,325.2,0.21034,129.2,0.34828,"ADAM5P",1
"ADAM6",165.5,-170.1,2.44163763066202,0.481560499847607,114.8,0.1931,280.3,0.38966,328.1,0.19655,158,0.01724,"ADAM6",1
"ADAM7",184.8,-214,2.68459434822242,0.349346305868045,109.7,0.48966,294.5,0.1931,328.9,0.18966,114.9,0.9069,"ADAM7",1
"ADAM8",464.9,-225.1,4.32546494992847,0.376108647450111,139.8,0,604.7,0,360.8,0.03793,135.7,0.22759,"ADAM8",1
"ADAM9",13268,-14018.3,3.1368292211557,0.365498293608046,6209.2,0,19477.2,0,22093.4,0,8075.1,0,"ADAM9",1
"ADAMDEC1",138.8,-183.4,2.00072098053353,0.425078369905956,138.7,0.00345,277.5,0.51552,319,0.32414,135.6,0.237935,"ADAMDEC1",2
"ADAMTS1",262.5,-6897.2,2.36932707355243,0.426776260565312,191.7,0,454.2,0,12032.3,0,5135.1,0,"ADAMTS1",1
"ADAMTS10",139.1,-147.2,2.14016393442623,0.478753541076487,122,0.03103,261.1,0.78276,282.4,0.78276,135.2,0.24828,"ADAMTS10",1
"ADAMTS12",162.2,-148.1,2.5581171950048,0.445733532934132,104.1,0.79655,266.3,0.65172,267.2,0.93793,119.1,0.6931,"ADAMTS12",1
"ADAMTS13",228.8,-214.366666666667,2.97525179856115,0.403487617104165,115.833333333333,0.252873333333333,344.633333333333,0.31954,359.366666666667,0.289653333333333,145,0.294253333333333,"ADAMTS13",3
"ADAMTS14",177.15,-315.8,2.55258545135846,0.294538143639004,114.1,0.274135,291.25,0.244825,447.65,0.00862,131.85,0.46724,"ADAMTS14",2
"ADAMTS15",183.3,-459.4,2.40675364543361,0.2366234629445,130.3,0.00345,313.6,0.06552,601.8,0,142.4,0.11034,"ADAMTS15",1
"ADAMTS16",140.6,-403.1,2.26325247079964,0.243998499624906,111.3,0.3931,251.9,0.92759,533.2,0.0069,130.1,0.33448,"ADAMTS16",1
"ADAMTS17",155.3,-240.8,2.36108676599474,0.341536778780421,114.1,0.23103,269.4,0.60345,365.7,0.02759,124.9,0.4931,"ADAMTS17",1
"ADAMTS18",178.95,-167.2,2.51204055766793,0.438549361987911,118.35,0.108625,297.3,0.17414,297.8,0.563795,130.6,0.49138,"ADAMTS18",2
"ADAMTS19",155.5,-105.2,2.35571054925894,0.619804842790025,114.7,0.2069,270.2,0.58621,276.7,0.84483,171.5,0.01034,"ADAMTS19",1
"ADAMTS2",186.2,-261.15,2.64560318161732,0.34334925823485,113.15,0.286205,299.35,0.18793,397.7,0.068965,136.55,0.27586,"ADAMTS2",2
"ADAMTS20",135.4,-255.8,2.15479744136461,0.342754367934224,117.25,0.13103,252.65,0.784485,389.2,0.182755,133.4,0.27931,"ADAMTS20",2
"ADAMTS3",175,-197,2.44151565074135,0.384951607867624,121.4,0.03793,296.4,0.17586,320.3,0.25172,123.3,0.55172,"ADAMTS3",1
"ADAMTS4",386.8,-230.3,4.67331433998101,0.354721210423088,105.3,0.75517,492.1,0,356.9,0.04483,126.6,0.44828,"ADAMTS4",1
"ADAMTS5",177.2,-172.4,2.68922783603432,0.407152682255846,104.9,0.77586,282.1,0.34828,290.8,0.66552,118.4,0.73448,"ADAMTS5",1
"ADAMTS6",199.2,-2059.8,2.85474860335196,0.0781005236539408,107.4,0.62759,306.6,0.11724,2234.3,0,174.5,0.00345,"ADAMTS6",1
"ADAMTS7",621.75,-779.65,5.68185240963855,0.196692596981093,132.8,0.05,754.55,0.001725,970.55,0.00517,190.9,0.236205,"ADAMTS7",2
"ADAMTS8",206.6,-144.3,2.87307343608341,0.485010706638116,110.3,0.46207,316.9,0.05517,280.2,0.82759,135.9,0.22759,"ADAMTS8",1
"ADAMTS9",165.2,-107.7,2.65863453815261,0.582396277626987,99.6,0.93793,264.8,0.66897,257.9,0.98276,150.2,0.05517,"ADAMTS9",1
"ADAMTSL1",224.14,-265.82,2.96097987751531,0.316447233079613,114.3,0.366898,338.44,0.109654,388.88,0.122756,123.06,0.575862,"ADAMTSL1",5
"ADAMTSL2",162.7,-393.7,2.45527728085868,0.232553606237817,111.8,0.36552,274.5,0.50345,513,0.0069,119.3,0.68966,"ADAMTSL2",1
"ADAMTSL3",233.2,-246.2,3.06189213085765,0.343641695547854,113.1,0.26897,346.3,0.0069,375.1,0.02414,128.9,0.35862,"ADAMTSL3",1
"ADAMTSL4",2104.73333333333,-546.966666666667,12.3687432481095,0.25808201835692,185.133333333333,0.22299,2289.86666666667,0,737.233333333333,0,190.266666666667,0.0942533333333333,"ADAMTSL4",3
"ADAMTSL5",2245.3,-1752.4,9.30362426035503,0.11868839267753,270.4,0,2515.7,0,1988.4,0,236,0,"ADAMTSL5",1
"ADAP1",419.5,-496.1,4.47844112769486,0.207128016621384,120.6,0.05172,540.1,0,625.7,0,129.6,0.34828,"ADAP1",1
"ADAP2",3427.4,-378.5,18.460010188487,0.246166102370046,196.3,0,3623.7,0,502.1,0.0069,123.6,0.54483,"ADAP2",1
"ADAR",12236.2,-13438.8666666667,6.37311728801651,0.299072131073439,2277.3,0.13793,14513.5,0.00115,19172.9666666667,0.0023,5734.1,0.0977,"ADAR",3
"ADARB1",8110.4,-4658.1,7.35785677889703,0.199112818991863,1275.65,0,9386.05,0,5816.175,0,1158.075,0.014655,"ADARB1",4
"ADARB2",124.8,-169.6,2.00726392251816,0.429340511440108,123.9,0.02069,248.7,0.94138,297.2,0.57241,127.6,0.3931,"ADARB2",1
"ADAT1",10226.3,-12752.2,12.6115589871693,0.211595887404403,880.7,0,11107,0,16174.7,0,3422.5,0,"ADAT1",1
"ADAT2",1933.3,-1841,11.8005586592179,0.0931927888877943,179,0,2112.3,0,2030.2,0,189.2,0.00345,"ADAT2",1
"ADAT3",503.3,-885.6,4.88348765432099,0.13843759120537,129.6,0.00345,632.9,0,1027.9,0,142.3,0.11034,"ADAT3",1
"ADC",4554.9,-2328.2,17.0270935960591,0.12133449069706,284.2,0,4839.1,0,2649.7,0,321.5,0,"ADC",1
"ADCK1",399.5,-473.1,4.43803786574871,0.230856771256706,116.2,0.15172,515.7,0,615.1,0,142,0.11379,"ADCK1",1
"ADCK2",15028.4,-14104.1,3.92757236919001,0.188813481336631,5133.4,0,20161.8,0,17387,0,3282.9,0,"ADCK2",1
"ADCK4",6078.7,-3594.4,11.4570789609496,0.187099984168985,581.3,0,6660,0,4421.7,0,827.3,0,"ADCK4",1
"ADCK5",1089,-1571.1,6.03002309468822,0.192817509247842,216.5,0,1305.5,0,1946.4,0,375.3,0,"ADCK5",1
"ADCY1",149.45,-150.7,2.29730902777778,0.467679265277287,115.2,0.272415,264.65,0.689655,283.1,0.763795,132.4,0.34655,"ADCY1",2
"ADCY10",260,-304.4,3.29885057471264,0.285781323322384,113.1,0.27241,373.1,0.00345,426.2,0.01034,121.8,0.61724,"ADCY10",1
"ADCY2",159.2,-209.4,2.36184773310522,0.391279069767442,116.9,0.14828,276.1,0.47931,344,0.10345,134.6,0.25862,"ADCY2",1
"ADCY3",10427.7,-7794.1,22.5448347107438,0.0474205888463842,484,0,10911.7,0,8182.1,0,388,0,"ADCY3",1
"ADCY4",172.8,-288.1,2.25308194343727,0.305950373403999,137.9,0,310.7,0.08276,415.1,0.01034,127,0.43448,"ADCY4",1
"ADCY5",501.3,-262.3,4.25308241401687,0.371886973180077,154.1,0,655.4,0,417.6,0.01034,155.3,0.02414,"ADCY5",1
"ADCY6",5762.7,-6281.75,10.1283066687787,0.160715597923751,631.3,0,6394,0,7484.65,0,1202.9,0,"ADCY6",2
"ADCY7",2600.5,-973.4,14.0481685900652,0.122984052617353,199.3,0,2799.8,0,1109.9,0,136.5,0.21724,"ADCY7",1
"ADCY8",185.8,-207.8,2.80915287244401,0.399421965317919,102.7,0.87241,288.5,0.28966,346,0.0931,138.2,0.17586,"ADCY8",1
"ADCY9",596.9,-1220.6,6.27296819787986,0.123195172760578,113.2,0.26897,710.1,0,1392.1,0,171.5,0.01034,"ADCY9",1
"ADCYAP1",148.5,-318.5,2.44314868804665,0.306855277475517,102.9,0.86897,251.4,0.93103,459.5,0.01034,141,0.12414,"ADCYAP1",1
"ADCYAP1R1",164.7,-149.9,2.63230921704658,0.45708076783774,100.9,0.91724,265.6,0.65862,276.1,0.86552,126.2,0.45517,"ADCYAP1R1",1
"ADD1",7193.85,-6833.15,3.77070174087198,0.359604318569474,2596.4,0,9790.25,0,10670.2,0,3837.05,0,"ADD1",2
"ADD2",621.875,-170.15,6.23023549201009,0.432596915381409,118.9,0.356035,740.775,0.338795,299.875,0.5577575,129.725,0.368965,"ADD2",4
"ADD3",1280.225,-5898.975,2.76912181303116,0.267508350614034,723.65,0.1551725,2003.875,0.23362,8053.3,0,2154.325,0.0034475,"ADD3",4
"ADH1A",162.2,-174.6,2.404329004329,0.427916120576671,115.5,0.17241,277.7,0.45517,305.2,0.41724,130.6,0.32414,"ADH1A",1
"ADH1B",175.9,-167.8,2.57616487455197,0.43785594639866,111.6,0.38276,287.5,0.3,298.5,0.55517,130.7,0.32414,"ADH1B",1
"ADH1C",153.7,-378.4,2.21310181531176,0.268368136117556,126.7,0.01379,280.4,0.38276,517.2,0.0069,138.8,0.16897,"ADH1C",1
"ADH4",534.5,-598.35,3.52420306965762,0.227437056165268,211.75,0.465515,746.25,0.24138,774.5,0.336205,176.15,0.113795,"ADH4",2
"ADH5",3025.4,-3435,24.3802163833076,0.0393220718201141,129.4,0.00345,3154.8,0,3575.6,0,140.6,0.13793,"ADH5",1
"ADH6",186.1,-246.7,2.52166802943581,0.357049778472765,122.3,0.02414,308.4,0.1,383.7,0.01379,137,0.20345,"ADH6",1
"ADH7",188.6,-159.2,2.57429048414023,0.461252115059222,119.8,0.07586,308.4,0.1,295.5,0.5931,136.3,0.21724,"ADH7",1
"ADHFE1",1026,-1838.15,6.90333716915995,0.0773728856095969,173.8,0,1199.8,0,1992.3,0,154.15,0.160345,"ADHFE1",2
"ADI1",8987.2,-8445.3,3.02889651435796,0.301238612952069,4429.6,0,13416.8,0,12086.1,0,3640.8,0,"ADI1",1
"ADIG",148.1,-146.2,2.4378640776699,0.479344729344729,103,0.86552,251.1,0.93103,280.8,0.81379,134.6,0.25862,"ADIG",1
"ADIPOQ",173.3,-192.8,2.47614991482112,0.434438251686712,117.4,0.12759,290.7,0.25517,340.9,0.12069,148.1,0.05862,"ADIPOQ",1
"ADIPOR1",17478.85,-19620.55,13.9612176040933,0.080410288617467,1348.55,0,18827.4,0,21336.2,0,1715.65,0,"ADIPOR1",2
"ADIPOR2",19497.9,-12728,2.24269598470363,0.406423571438565,15690,0,35187.9,0,21442.9,0,8714.9,0,"ADIPOR2",1
"ADK",5844.55,-5939.95,11.3548744297294,0.134222196310211,564.425,0.1655175,6408.975,0,6860.825,0,920.875,0.08362,"ADK",4
"ADM",6118.7,-10784.6,5.17231503579952,0.397767440821546,1466.5,0,7585.2,0,17907.7,0,7123.1,0,"ADM",1
"ADM2",170.8,-8940.6,2.3179012345679,0.0190579638589908,129.6,0.00345,300.4,0.14483,9114.3,0,173.7,0.0069,"ADM2",1
"ADNP",12180.45,-12497.55,13.7831767854332,0.115871797502025,952.85,0,13133.3,0,14135.45,0,1637.9,0,"ADNP",2
"ADNP2",13602.3,-11833.1,14.894075587334,0.0728953656912289,979,0,14581.3,0,12763.5,0,930.4,0,"ADNP2",1
"ADO",7536.9,-6536.5,5.20961796246649,0.329472831160305,1790.4,0,9327.3,0,9748.3,0,3211.8,0,"ADO",1
"ADORA1",1123.73333333333,-2616.5,5.50033373381391,0.0565958367386183,249.7,0.264366666666667,1373.43333333333,0.00459666666666667,2773.46666666667,0,156.966666666667,0.41609,"ADORA1",3
"ADORA2A",2764.6,-4317.9,6.83248945147679,0.109564464241524,474,0,3238.6,0,4849.2,0,531.3,0,"ADORA2A",1
"ADORA2B",6210.8,-5490.4,9.30431875919241,0.155660812598038,747.9,0,6958.7,0,6502.6,0,1012.2,0,"ADORA2B",1
"ADORA3",165.8,-184.9,2.54232558139535,0.408792965627498,107.5,0.620685,273.3,0.5569,312.75,0.35517,127.85,0.43448,"ADORA3",2
"ADPGK",8500.9,-8248.6,13.7948524984949,0.105862203529463,664.4,0,9165.3,0,9225.2,0,976.6,0,"ADPGK",1
"ADPRH",306.6,-619.3,3.08005427408412,0.193724775419867,147.4,0,454,0,768.1,0,148.8,0.05517,"ADPRH",1
"ADPRHL1",1438.4,-959.266666666667,9.92676872155565,0.182953835670888,161.133333333333,0.0505733333333333,1599.53333333333,0.00689666666666667,1174.06666666667,0.00344666666666667,214.8,0.0643666666666667,"ADPRHL1",3
"ADPRHL2",2906.1,-5128.6,13.0785536159601,0.123271278869002,240.6,0,3146.7,0,5849.7,0,721.1,0,"ADPRHL2",1
"ADRA1A",223.42,-233.24,3.0444729136164,0.359195560195615,109.28,0.506894,332.7,0.47931,363.98,0.337932,130.74,0.395172,"ADRA1A",5
"ADRA1B",132,-180.4,2.06365834004835,0.39886704431856,124.1,0.02069,256.1,0.86552,300.1,0.53103,119.7,0.67586,"ADRA1B",1
"ADRA1D",200,-3829.6,2.78731009830206,0.190855500855712,111.9,0.35862,311.9,0.07241,4732.9,0,903.3,0,"ADRA1D",1
"ADRA2A",189.7,-697.8,2.43603330809992,0.184145913714486,132.1,0,321.8,0.02069,855.3,0,157.5,0.01724,"ADRA2A",1
"ADRA2B",340.7,-345,3.67425431711146,0.30806257521059,127.4,0.01034,468.1,0,498.6,0.0069,153.6,0.03103,"ADRA2B",1
"ADRA2C",1594.6,-198.8,8.88235294117647,0.382416899658279,202.3,0,1796.9,0,321.9,0.23103,123.1,0.55517,"ADRA2C",1
"ADRB1",270,-1951.1,3.28813559322034,0.06922049422765,118,0.11034,388,0.00345,2096.2,0,145.1,0.07586,"ADRB1",1
"ADRB2",9167.9,-16632.7,7.96701877042328,0.352611707924646,1315.9,0,10483.8,0,25692,0,9059.3,0,"ADRB2",1
"ADRB3",200.7,-198.5,2.62641815235008,0.380461922596754,123.4,0.02069,324.1,0.02069,320.4,0.25172,121.9,0.6,"ADRB3",1
"ADRBK1",3396.6,-3771.1,14.1320317030737,0.110064896755162,258.65,0.348275,3655.25,0.127585,4237.5,0.022415,466.4,0.072415,"ADRBK1",2
"ADRBK2",2970.8,-520.2,9.84166666666667,0.186424773224898,336,0,3306.8,0,639.4,0,119.2,0.6931,"ADRBK2",1
"ADRM1",9670.65,-16281.2,16.9634367778145,0.194594086540126,605.8,0,10276.45,0,20214.9,0,3933.7,0,"ADRM1",2
"ADSL",3752.3,-5831.6,24.5401505646173,0.0361947575447063,159.4,0,3911.7,0,6050.6,0,219,0,"ADSL",1
"ADSS",7348.7,-9071,5.31173174524012,0.32060577009497,1704.35,0,9053.05,0,13351.6,0,4280.6,0,"ADSS",2
"ADSSL1",1574.26666666667,-262.666666666667,10.7598677412689,0.348975545274289,161.3,0.424136666666667,1735.56666666667,0.08276,403.466666666667,0.287356666666667,140.8,0.166666666666667,"ADSSL1",3
"AEBP1",143,-171.9,1.74829931972789,0.487935656836461,191.1,0,334.1,0.01379,335.7,0.13793,163.8,0.01379,"AEBP1",1
"AEBP2",1973.4,-1195.3,10.6357421875,0.138956922633626,204.8,0,2178.2,0,1388.2,0,192.9,0.00345,"AEBP2",1
"AEN",1149.3,-744.2,8.83969986357435,0.214481739497572,146.6,0,1295.9,0,947.4,0,203.2,0.00345,"AEN",1
"AES",10127.5666666667,-10184.4333333333,4.60129673091056,0.296201511102921,2812.2,0.00459666666666667,12939.7666666667,0,14470.6666666667,0,4286.23333333333,0,"AES",3
"AFAP1",3894,-5668.66666666667,4.9898903651081,0.256971084526858,975.966666666667,0.165516666666667,4869.96666666667,0.22299,7629.13333333333,0.00459666666666667,1960.46666666667,0.32299,"AFAP1",3
