"GSM4027437","GSM4027439","GSM4027441","GSM4027442","GSM4027444","GSM4027446","Symbol"
21.6,39.7,31.2,-0.2,24.9,45.7,"PSMB8"
0.9,12,-11.1,-1.4,62.3,-8.2,"CIDEA"
12,-4.4,-0.5,-9.7,-11,-11.9,"CIDEA"
-0.2,16.6,-3.3,-9.4,5.8,9.8,"LHX3"
4.4,-4.9,-9.9,8.5,2.7,2.2,"FLJ40296"
-10.3,-2.8,-6.3,-0.9,1.9,-8,"ABCF2"
15,2.8,5.1,1.5,-16.5,-21.3,"SP100"
-7.4,3.6,24.1,22.4,3.4,10.1,"ODZ2"
-0.4,4.2,-7.5,12,-0.5,49.2,"ZNF3"
574.4,696,1151.2,905.1,101.7,127.5,"FBXO11"
89.6,69.8,85.2,84.9,-1.2,-6.1,"USP48"
12.1,24.9,22.2,19.8,25.4,7.3,"DNAJB2"
6.7,-4,-2.6,-2,-5.5,30.3,"CSH2"
920.9,736.6,263.6,281.1,1717.4,1515.8,"SORD"
-5.9,-7.2,-11.4,-2.4,-13.2,-9.8,"PABPC5"
1329.7,1246.2,20.9,4.4,2041.2,1839.7,"DMKN"
26.8,8.6,15.2,24.7,-4.2,10.6,"LBR"
23.1,9,-3.4,13.9,15,26.3,"PPIL3"
-1.1,-2.4,1.7,-1.6,-18.1,-8.2,"ACSL4"
30.9,24.2,51.7,41.7,26.6,83.2,"NAAA"
10.4,-14.4,-21.4,0.4,-12.1,-11,"C13orf23"
11.1,-10.8,-4.6,-8.4,-4.6,-3.5,"DMPK"
37,32.8,49.7,20.2,15,18.3,"DIP2A"
-12.9,-6.9,-13.7,-20.1,16.1,-9.1,"KCNIP4"
125.9,114.3,65.6,14.6,197,203.1,"C6orf48"
1251.2,1280.2,7269.8,6256.9,2195.6,2317.9,"TDP1"
83.1,65.3,121,128.2,147,130.3,"SEC14L1"
638.7,687.5,698.8,661.5,1117.8,1070.3,"FAM89A"
9.3,-4,1.9,2.9,-1.4,1.7,"PCDH11X"
17.6,-4.5,-13.1,-0.7,15.5,2.7,"PCDH11X"
3399.4,3920.6,3623.5,3543.2,1126.1,1401.7,"KIAA0101"
1173.3,1355.3,2278.4,2204,1167.9,1129.2,"CATSPER2"
13.4,10.7,20.6,23.7,-13.3,-3.1,"CTPS2"
22.1,30.2,17,40.5,6.9,10.3,"PAICS"
-13.7,-2.9,-8.1,-5,-8.7,-11.9,"COL11A1"
564.7,704,651.5,762.6,16.5,14.2,"SR140"
-23.7,-17.7,-11.7,-12.5,-19.4,-12.7,"ADD2"
17.6,-2.7,0.4,2.5,5.2,-3.6,"HYDIN"
19.1,33.9,13.8,23.5,69.8,38.5,"CAPS"
189.3,182.4,315.1,327.6,171.3,165.2,"GTPBP8"
-12,-25.9,-0.6,-9.9,-13.2,-12.7,"ADAMTS13"
6.3,21.5,-2.9,-7.9,-2.6,0.3,"EPHA3"
4.4,-5.9,22.4,11.7,-0.5,10.1,"LRRC37A4"
717.5,879.3,593.3,639.1,13.6,62.6,"DNM1L"
305.8,278.1,713.1,867.9,757.2,753.9,"CSNK1D"
3.4,-8.2,5.5,-12.1,2.9,-9.4,"BTBD17"
-8.3,15.7,-4.9,5.9,-1.3,-1.2,"HIF3A"
1.6,-24,-6.2,-7.9,-9,-2.5,"C14orf138"
4.8,16,12.9,38.9,8.5,12.6,"UBTF"
-7.6,1.7,-0.5,-3.1,-7.9,-19.4,"DST"
2.5,21.4,2.3,33.7,10.6,6.5,"SAR1B"
10.4,14.5,-12.9,-1.9,4.7,50.6,"PFKL"
-13.8,-15.2,-20,-7.9,3.2,11.6,"G6PC2"
239.7,284.8,333.1,325.8,327.2,399.4,"FAM177A1"
21.9,22.7,16.4,13.1,13.1,4.1,"SYF2"
0,-6.2,-9.5,-18.1,-3.6,-2.8,"ACCN4"
-10.1,-10.2,-0.4,-3.3,-10.9,-3.1,"SHISA3"
-4.1,-5.4,-5,-12.1,-7.6,-2.5,"OTUD4"
-6.1,-0.1,-13.4,-4.6,-14.5,-29.6,"PLAG1"
0.1,-10.9,-3.7,-6.4,-8.8,-9.3,"POT1"
810.2,801.8,756.1,950.2,1431.2,1472.5,"PSMC4"
20.3,27.5,13.8,15.2,10.4,19.3,"CMTM1"
-8.1,-3.1,-6,2.7,-15.4,-21.9,"CYLD"
-2.9,4.4,-11.5,-7.5,11.7,2.4,"SOX6"
86.2,88.5,57.6,73.3,119.6,123.1,"FTO"
-0.2,-14.8,-5.5,16.4,-16.9,-4,"HSFY1"
1.1,2.3,-6.3,2,3.5,6.6,"TTYH2"
1,13.2,-4.3,14.3,7,-12.9,"AGPAT3"
4.1,-10.2,-7.4,11.7,8.6,-14.9,"NOBOX"
88,107.5,45.7,42.5,-3.9,-9.3,"PHKB"
2,-11.9,-18.9,-4.7,-4.5,-7.1,"UNC45A"
-5,-3.2,1,-10.8,30.5,-1.6,"CDY1B"
-4.6,-6.9,27.8,18.7,0.9,-4.8,"CDY1B"
-23.2,-5.4,-5.8,-7.4,0.1,5.3,"CEP63"
3.3,-0.9,4,-12.6,-6.8,11.1,"HIP1R"
2256.8,2282.5,9099.4,7535,2945.4,2800.8,"C3orf34"
-8.7,-12.5,-16.8,-1.5,-15.5,-6.4,"PCDHA12"
6.5,-5,-4.7,-4.4,7.6,-3.7,"GAGE1"
9.3,4.3,-5.8,-10.6,43.4,-10.2,"ZNF266"
1404.5,1333.1,443.2,467.5,376.9,473.1,"CCDC34"
10.5,-14.3,23.4,5.6,-14.1,-4.5,"CPEB1"
-13.7,-6,1.7,-12.5,-2.1,-2.4,"DNAJB14"
9.9,17.2,-13.5,0.7,-9,-7.8,"PPP4R4"
-9.1,0.2,-8.3,-7.7,-15.7,-1.4,"PDE4B"
42.2,34.6,90.4,69.6,159.6,150.2,"KIAA1618"
-1.8,-6.2,10.7,24.2,-2.7,-15.5,"GLB1"
50.7,51.7,70.6,51.9,-1.1,-8.2,"TCERG1"
-3.3,5.7,2.4,6.3,13.8,7.5,"DKK3"
-8.8,-17.6,-19.2,-9.1,-16.6,-10.2,"ANKRD20A3"
-21.1,-7.7,-7.7,-16.9,3.1,-0.8,"PIK3R1"
-13.1,0.9,0,2.8,-11,12.4,"TEPP"
-6.3,-13,3.6,-14.4,-11.6,3,"KCNIP1"
13.6,-8.1,-10.9,-5.2,-11.3,-10.7,"VWA1"
-8.1,-10.9,-13,-9.7,-6.9,2.8,"FXYD2"
-1.1,-7,-4.1,-2.9,-10,-5.2,"TTC36"
278.4,282.3,190.7,214.3,635.5,546,"HAX1"
-13.5,9,-2.9,-1.8,1.9,-2.9,"ARPP-21"
-6.7,2,-5.8,-7.8,16.3,-9.9,"SERHL"
43.6,39.4,-0.1,29.2,399.1,176,"SERHL"
0.8,-8.8,0.3,6.8,4.7,-3.6,"FCGR2A"
5.3,-9,17.8,-1.8,-20.7,10.6,"SEPN1"
170,193.5,152.6,145.5,237.1,207.3,"TRAK1"
128.9,105.8,272.2,284.8,215.5,212.4,"COBRA1"
18.7,18.3,0.7,3.4,13.5,22.5,"SIL1"
11.9,-4.7,-3.5,-12.4,9.9,4.3,"VAV3"
36.4,8.7,4.2,-22.1,32,-22.7,"UBN1"
51.1,24.8,65.1,61.7,-9.7,-7.9,"MEGF9"
-4.2,-16.6,29.8,33.5,-24.5,-14.4,"ARHGAP28"
-3.9,1.3,-0.9,-7.8,26.4,-7.1,"FBF1"
30.4,13.2,2.3,3,-5.4,-15.7,"RCAN1"
-8.6,20.1,36.9,23.3,87.9,14.2,"PTGER3"
-14.2,-8.5,-20.3,-7.5,-13.2,-15.6,"PTGER3"
11.9,-15.1,-10.7,-11.4,-7.3,-19.5,"TSPAN4"
2.3,29.5,27.4,13.1,4.2,10,"DDR1"
564.3,515.1,874.8,731.5,926.3,824.2,"SEC22C"
-7.2,-13.4,-13,-13.4,28.6,-15,"IL16"
11.5,14,9.5,21.6,7.4,24.7,"TIRAP"
-14.8,-8.2,-9.3,-5.4,-18.1,-19,"SNX7"
15.5,7.6,7.8,-1.4,19.4,-15.3,"ZNF626"
59.8,81.3,68.2,72.8,232.8,233,"AGBL5"
17376.2,19881.2,14032.8,13480.9,10537.8,14473,"RPL21"
-5.8,-6.7,5.1,3.3,3.1,17.7,"ICA1L"
-6.1,-9.6,13,-14.3,-12.6,9.5,"PCDHA3"
-10.8,-1.9,1.1,1.2,-10.9,2.5,"tAKR"
90.2,118.2,166.3,214.1,273.4,282.5,"CCS"
12.3,12.9,-4.6,2.8,-3,-0.1,"PSMF1"
-3.5,-13.1,-10.1,-16.7,-5.6,-21.7,"SLC6A15"
-1.6,15.4,-0.6,-2.4,2.4,12.1,"FAM13A"
10.3,-3.7,10.3,12.9,50.8,3.2,"PPP2R2C"
3.5,0.9,-6.4,-6.8,20.2,9.7,"RASSF6"
-1.1,17.1,1.7,3.6,12.2,8.5,"PDE4DIP"
17.7,23.6,4.9,0.5,40.9,31.5,"FAM102A"
-9.7,-3.1,-2.9,-3.8,3.4,-11.2,"HSFY2"
-7.5,10.3,38.9,1.9,-12.3,34,"HSFY2"
-12.3,-9.7,-16.8,-14.2,-17.5,-18.2,"CT45A5"
166.1,197,681.3,770.5,467.4,536.5,"RAB3IP"
2.7,15.3,28.3,26,-14.6,-6.1,"SIRT5"
-6.2,-17.7,-11.3,-9.1,-6.3,-0.6,"SSX4B"
-13.1,-3.7,-18.2,-9.8,-10.1,-11.2,"RFPL3S"
-4.5,-0.5,-4.8,-1.7,-3.2,9.8,"GLIS3"
4.7,5.8,-8.6,5.9,-13.3,5.5,"CFL2"
-11.6,-13.3,-24.7,-18.9,-17.7,-19.5,"SLA"
28.6,9.2,45.1,31.4,14.1,13.7,"COL4A3BP"
-7.2,-7.7,6.4,-19.5,54.4,-13.3,"CLEC12A"
-2.2,6.2,6.6,11.8,-6.6,-13.2,"CHN2"
-1.7,1.1,14.6,5.2,9.9,34.6,"UBTF"
100.8,45.9,49.9,38.3,-2.2,16.3,"TANK"
-15.7,-25.5,-15.9,-3.2,3.5,-12.5,"TXNDC5"
-11.8,-8.6,-17.1,-8.7,-1.4,-7.7,"TMEM151A"
20.3,2.1,6.8,19.1,4.9,27.2,"PCSK6"
-15.2,-4.1,-4.5,-10,3.6,-6.8,"DUOX1"
51.9,62.5,89.9,99.6,8,27.9,"GAD1"
35.8,18.2,6.8,9.3,20.2,65,"SLC26A6"
16.2,62,38.7,52.8,59.3,29.3,"COX15"
-8.9,-13.3,-17.8,-8.9,-20.7,-18.8,"SSX2"
35.4,42.1,23.6,47.4,129,111.4,"ING5"
1.4,4.1,1.6,11.2,6.2,-1.3,"RASA1"
15.6,17.7,55.5,13.1,12.8,-6.2,"EFTUD1"
-10.4,7.7,1.2,3.2,-8,-6.4,"UBE2D3"
-4.4,3.3,-1.9,-1.3,3.2,-13.5,"ADAM32"
-9.9,-5.5,-6,-0.9,-1.6,-10.7,"USH2A"
20.7,-5.6,10,31.3,34.2,12,"PM20D1"
13,23.5,17.2,50.3,6.2,8.2,"ARHGEF1"
91.5,28.9,49.2,65.9,-8.9,1.2,"PPIL5"
9,16.3,-3.9,10,-6,-19.8,"MTHFD2"
-1,-4.5,-14.3,0.8,-10.5,4.7,"KCNG1"
239.3,302.1,92,120.4,387.8,341.8,"TOP1MT"
-13.9,1.9,-16.1,10.7,-11.6,-7.3,"ZNF623"
-2.7,-20.9,1.7,2.4,-2.4,-5.1,"RHOBTB1"
-9.9,-8.2,-13.7,-13,-8.4,-9.1,"C20orf179"
30.7,16.2,25.8,32.9,3.5,26.9,"CTNND1"
-22,-12.9,-5.6,-12,-17.6,-23.9,"AKAP7"
-3.2,0.5,1.7,13.7,-24.9,-10.6,"LAMA3"
1.1,-12.3,8.4,-2.1,31.1,-0.1,"MGAT5B"
0.2,10.2,2.3,-16,16.5,2,"STAG2"
17.7,20.1,0.6,16.6,33.5,19.5,"CREBBP"
31.5,29.1,71.9,40.8,-7.8,31.7,"MARVELD2"
163.2,134.2,268.9,282.8,-12.6,-5.7,"AKAP11"
-6.8,-15.8,-15.6,-15.5,-20.1,19.8,"PRKAG2"
2.7,3.3,10.8,10.4,-0.3,-23.1,"ABCC6"
148.1,158.8,153,139.1,11.4,59.2,"RAB28"
-5.4,-6.2,0.5,2.4,-6.9,-2,"STMN1"
10.4,-5.2,18.6,-1.9,-2.7,2.6,"Septin 4"
162.6,194.6,208.5,234.4,287,268.2,"S100PBP"
8.2,-0.1,-2,0.3,5.3,30.8,"CEP63"
16.5,2.4,44.4,15.9,13.8,22.4,"CTDP1"
282.6,226.8,343.7,310.4,154,165.1,"CDC25C"
7.5,9.7,-13.7,0.1,-6.2,3,"SNURF"
4.8,3,19.8,-2.7,-5.2,4.6,"IL17RD"
20.5,8.5,2,-15.2,0.3,-3.3,"RFWD2"
-5.3,-7.1,-2.1,-10.5,0.5,-11.6,"PDE5A"
16.6,0.6,29.1,28.2,33.4,91.7,"CEP170"
91.8,111,92.4,51.8,11.1,-5.4,"ASCC3"
1192.9,1044.8,1508.1,1395.5,2566.3,2205.5,"AMY1A"
14.8,15.3,1.7,-1.9,24,3.7,"PRDM1"
32.5,13.7,15.8,20.5,54.2,46.4,"NSUN5"
141.4,154.6,89.3,60.8,197.4,199.3,"RNASE4"
87.3,120.8,21.8,12.2,92.6,122.6,"RNASE4"
6.9,-11.2,-9.8,-5.9,6.6,-5.7,"FAM129B"
-13.2,11.4,-3.4,-3.4,-0.7,27.5,"RAE1"
-1.3,-3.1,3.5,1.6,2.7,3.6,"MLL3"
44.7,37.1,21.1,16.2,-5.9,-3.4,"PDE8A"
10.7,22.9,-7.7,-6,-11.7,-11.1,"C9orf72"
-0.2,-17,9.8,10.5,-1.4,-4.5,"FAM13C1"
-4.6,0.5,4.9,-6.8,-6.9,-17,"BMP1"
-8.4,-16.3,-19.8,-17,-3.5,-6.7,"RGPD5"
13.5,9,29.3,30.6,21.7,5.3,"NEK10"
-14.9,-21.6,-8.5,-2.7,-10,-3.1,"C10orf59"
1.2,-10.5,-9.4,-8.9,-1.1,-0.5,"FAM153A"
1.6,7.1,-4,2.1,11.2,-6.1,"LUC7L"
22,18.4,24.8,18.7,-16.3,42.3,"LUC7L"
11.5,-8.8,41.4,16.6,1.8,22.8,"TRO"
3.4,21.8,19.1,21.4,-6.2,-8.9,"A3GALT2"
-10.3,2.9,0.9,6.2,0.3,-5.7,"MAZ"
6.3,1.1,12.6,-11.9,-6.4,31.1,"AFG3L1"
-10.2,15.5,-7.1,0.5,-4.8,2.9,"OR2A7"
-5.7,24.2,-2,7.4,12.5,2.4,"VAMP1"
4.9,3.5,11.3,6.2,3.3,2.7,"NGDN"
-14.7,-4.2,8.1,13.4,14.1,15.2,"PCNXL2"
16.5,16.9,18,2.5,21.3,26.3,"HHLA3"
-2.5,-1.9,-15.9,16.5,-13,-7.7,"ACBD5"
93.2,76.5,104.2,89.8,22.2,8.6,"NBPF1"
29.7,25,13.4,51.6,42.5,185.2,"BRWD1"
114,73.7,82.7,54.4,49.7,-1.6,"PTPN2"
39.8,10.3,1,52.4,7.9,-7.2,"PTPN2"
0.8,5.9,-4,5.4,22.6,8.3,"PPM1A"
28.7,26.7,195.7,227.3,25.4,48.7,"CASP2"
15.4,4.9,2.2,16.1,-2.5,18.6,"PCDHA9"
-15.2,-18.7,-8.8,-18.7,19.4,-15.2,"MRI1"
-13,-23.2,-6.3,-12.2,-11.6,-8.4,"ATG9A"
-2.9,-7.2,24.4,12.2,-8.6,0.7,"WHSC1"
153,185.4,63.7,56.3,116.3,132.7,"MATR3"
19.3,11,19.3,7.8,-0.2,5.8,"SMC2"
8.2,-1.3,-3.6,0.9,-5.8,-1.4,"PDE4B"
-18.2,-16.2,-4.3,-15.4,0.2,-12,"GH2"
37.9,25.4,10,14.8,21.2,56.3,"SLC5A12"
-3.8,-4,-18.8,-7.1,22.8,-6.9,"PCDHGA9"
-7.1,-7.8,-10.5,-11.9,9.8,0.7,"C9orf72"
51.1,46.2,44.6,37.5,101,120.3,"MAP3K3"
-13.4,-2.4,-18.9,-6.5,-6.8,-0.8,"PTPRA"
2.8,-10,-15.1,-9.7,1.5,-22.9,"CAPN3"
104.9,93.2,271.5,248.3,451.4,457,"GCDH"
-9.6,-17.5,-11.7,11.6,-7,-6.2,"EMR4"
24.8,33.8,189.9,215.8,142.1,166.2,"APOBEC3F"
8391.3,7984.7,15779.2,12433.5,4089.5,4115.2,"FAM115A"
10.9,5,11.5,4.1,9.5,23.7,"MPG"
-17.8,-15.5,-14.2,-7.1,-4.8,-17.2,"ARHGAP8"
69.6,56.3,95,92.4,76.2,39.2,"NCBP2"
8.9,5.6,39.5,-3,37.3,16,"LRRC4B"
-7.1,2.1,-4.3,-0.7,-16.7,-14.2,"ATRN"
11.5,5.3,-2.1,-0.6,103.7,16.2,"CDRT1"
1.1,-16.3,30.1,-8.6,-12.7,-3,"CSAG3B"
0.2,6.1,0.1,8,11.5,-1.4,"TRPV4"
-6.7,-3.7,-14.2,-7.4,39.6,-18,"C14orf43"
24.5,15.6,-7.5,-5.2,16,27.9,"ST6GALNAC4"
-17.7,-12.9,1.5,-16.5,-10.5,-13.6,"PODXL"
17,-0.9,2.8,3.4,-7.6,10.7,"HYDIN"
-5.4,-15.7,-10,-3.5,-7.7,5.8,"MAGEB1"
-12.2,-3.2,19.1,-3.1,-8.2,2.1,"TTC39A"
23.6,28.1,-9.4,-3.3,3.7,11,"PEG10"
2,2,-3.3,2,54.5,5.7,"PLEKHG5"
-7,-11.2,8.6,-3,-17.5,-9.6,"LOC222967"
47.5,62.9,428.8,440.9,45.1,72.8,"PLEKHB2"
8.4,19.4,11.2,0.3,8.4,-9.8,"KCNMA1"
21.7,1.3,21.3,20.9,35.8,33.2,"UBE2G2"
-4.9,-13.1,-16.2,-13.7,-0.1,-1.2,"P2RY2"
66.4,34.8,58.9,123.6,92.6,147.9,"MTMR14"
19.7,8.8,45.8,26.8,9.8,22.6,"SEZ6L2"
-6.4,-17.1,-1.9,-16.2,-9.5,-8.3,"RALGDS"
28.7,25.8,13.5,36.4,49.5,38.2,"LIPT1"
0.4,-8,-7.8,-19.2,-4.2,-6.2,"GPR173"
-20.5,-21.5,-12.7,-3.1,-1.2,-0.3,"IGF2"
8.7,-13.8,29.5,-10.3,-8.5,-8.1,"CKLF"
-4.4,14.7,17.1,7.8,-4.3,16.2,"PRDM1"
39.5,26.7,-2.5,1,89.8,21.4,"OTUD7A"
-2.1,-4.4,-4.3,-13.5,-11.3,-6,"FOXR1"
-7.2,8.8,4.1,-6.4,6.1,4.9,"COLEC11"
28.4,11.9,7.5,21.2,-4.6,16.4,"RBM3"
3.7,8,-10.3,2.8,23.4,12.6,"BNC1"
168.4,163.4,125.4,140.7,325.5,249.3,"PPP2R2B"
4.2,-0.9,-4.8,-4.3,24.3,28.2,"TLR10"
-15.1,-3.6,-5.4,-16.3,-3.9,-7.6,"MOBP"
827.3,1090.2,894.3,857.7,2095.2,1992.5,"BOLA2"
-3,-21.1,-8.7,6.5,-8.1,1.9,"ARID5A"
52.4,38.5,26,25.9,-4,0,"TBX18"
18.1,10.5,2.8,2.9,42,-1.2,"TAOK2"
-9.6,-4.6,-1.9,-9.2,-20.7,-9.6,"C10orf53"
10.1,-1.8,-1.6,8.8,14,15.8,"RREB1"
-16.4,-6.6,12.2,0.5,-0.9,-12.9,"KCNQ4"
-8.9,-10.8,-8.7,-12.7,-16.3,-17,"MAPT"
-2.8,-11.1,-9.1,-17.3,-11.3,-8.4,"HS6ST2"
-7.9,4.5,-0.6,-3.1,-19.9,-20.4,"KIR2DL5A"
1354.5,1400.2,288.9,348,833.3,639.9,"RPS29"
-7.6,1.7,-12.1,-10.6,-17.8,-3.3,"LMX1A"
68.9,41,22.3,35.6,127.2,65.7,"HAGHL"
-2.1,-7.6,-10.1,-9.9,7.1,-3.6,"NRG1"
1539.8,1474,1291.3,1357.8,2877.3,2686.8,"THOC3"
171.2,126.1,30.8,50.7,85.8,66.6,"MRRF"
6.1,14,19.9,0.8,-0.4,0.6,"ENTPD8"
78.1,80.8,83.9,91,29,15.2,"BMP2K"
980.5,793.5,899.2,852.2,84.7,138.7,"CROP"
-4.9,-1.3,6.7,-1.7,-4.7,1.4,"SIGLEC6"
23.5,18.7,51.3,75.3,141.5,148.6,"RABGGTA"
7.5,-2.8,13.7,17.4,5,3.2,"ZNF41"
-10.7,-21.8,-7.9,-8.6,-8.1,-7.4,"KIRREL2"
8.1,-0.8,5.5,0.9,-0.4,21.7,"P2RX2"
200,152.7,100.5,79.5,576.7,489.4,"TMEM150A"
4.8,4.2,6.6,22.8,-2.6,-0.8,"TNFRSF25"
10.9,21.5,10.9,10,-0.5,0.3,"BBS5"
34.4,27.5,-2.5,29,-1.8,20.1,"CPM"
245.9,243.1,132.6,174.8,556.7,517.2,"ATP5S"
4.5,2.2,27.2,3,7.8,-7.8,"KCNH1"
-9.8,-6.9,-10.1,-14.8,-5.4,0.4,"DMP1"
3779.6,3682.7,7411.5,6655.8,10024.1,7193.4,"DYNLL1"
561.3,523.6,589.2,621.4,1063.1,1032,"COMMD5"
-1.2,-14.1,1.8,-13.9,-17.4,-3.1,"FRMPD2L1"
38.7,46.8,165.5,101.4,24.8,0.3,"HMGXB4"
-11.2,14.1,-6.9,32.7,3.9,16.2,"CACNA1I"
-12.8,-26.9,-21.6,-11.6,-25,-22.8,"IKZF3"
83.4,67.6,-5.5,12,89.3,113.3,"KCNQ2"
1713.4,1614.9,1981.6,2180.7,2597.4,2457.9,"ETFB"
3690.2,3579.5,4634.3,4988.1,4388.9,3900.1,"UBE2C"
51.9,54.8,22.6,25.4,7.9,9.7,"C10orf78"
-6.6,6.9,12.9,-8.3,12.7,9.1,"ATP8B2"
49.7,81.9,488,451.8,-0.5,-2.1,"MACF1"
40.5,17.9,17.4,-0.4,-7.4,13.4,"MEIS3"
81.3,106.3,17.4,39,-4.4,16.1,"PDE8B"
37,34.1,21.2,17.1,14.4,17.2,"PDE8B"
68.4,73.3,77.5,51.3,-11.8,10,"THAP1"
67.4,81.4,61.4,46.9,87.1,48.8,"MSI2"
1350.3,1538.1,1527.8,1399.6,1037.3,887.4,"CCDC50"
8,-14.5,-22.9,-17.4,-10.7,-5.6,"ADAM5P"
-13.1,-2.8,-5.1,-0.9,-0.4,-9.7,"ABCC5"
9.5,14.5,0.7,4.8,9.6,4.5,"HFE"
188.8,163.1,327.7,234,224.9,220.3,"LRP8"
-8.8,6.4,14.1,15.2,8.4,95.2,"CERKL"
606.6,665.6,1003.8,1026.6,1334.5,1250.2,"ALDH18A1"
208.1,186.9,-14.4,-1.6,107.8,117,"FCGBP"
-18.6,-10.9,-16.6,-12,-15.8,-4.5,"CSF1"
0.2,-9,7.3,-2.3,-4.8,-1.3,"TRPM3"
7.6,6.9,0,1.1,-6.9,9.9,"KCNC2"
0,9.2,3.4,14.8,58.4,9.4,"MBNL3"
19.8,-6.7,1.2,-6.6,2.7,8.4,"MBNL3"
-14.7,0,4.9,19.6,10,8.5,"SLC4A8"
15.4,19.5,12.6,24.2,20.3,19,"SCD5"
49.2,36.6,4.8,28.7,92.6,87.8,"FKBP1B"
14.6,-9.5,14.1,-5.3,0.9,3.5,"GRXCR2"
20.7,11.3,62.6,60,6,5.9,"MITF"
-6.9,-14.7,1.6,-4.3,-16,-20.6,"GRIP1"
1.1,-6.1,-11.7,2.2,-16.7,-15.1,"PBLD"
2683,2455.2,4.3,-8.8,3072.7,3117.4,"PPP1R1B"
13.8,21.9,263.9,347.7,369.6,383.4,"SAA1"
7.4,2.5,-10,-3.4,7.8,26,"KCNK7"
4235.5,4535.9,3968.7,4521.2,5175.1,5573.4,"EIF4H"
-10.4,-7.3,-12.4,-0.5,1.8,-17.1,"CACNA1G"
-3.3,-3.5,-12.7,-9.8,-13,-1.8,"TAC4"
-3.1,3.8,0.7,3.8,91,111.1,"RFNG"
444.6,392,90.1,92.7,246.1,193.3,"CTH"
138,148.9,21.7,25.9,61,90.8,"CTH"
17.3,-3.6,6.1,11,80.7,3.7,"NDRG4"
-2.2,1.6,5.1,5.1,-4.3,28.3,"BRUNOL4"
-2.8,-15.6,5.5,20.2,4.7,-8.3,"ZBTB16"
16.5,9.4,9.8,9.9,73.4,-4.6,"PCDHGA5"
10258,11162,6655.8,7126.3,8625.7,8783.7,"DBI"
-0.8,1.9,2.6,36.1,30.6,2.6,"LDB3"
303.9,288.9,69,80.1,576.3,567.2,"POMT1"
-2,-3.2,10.7,15.3,-3,-0.1,"CHAT"
1.9,10.7,-7.5,3.6,-11.1,-4.4,"PRAME"
123.5,112.3,123.1,120.4,399.7,353.4,"FUS"
62.3,102.6,48.3,56.7,-23.5,-0.4,"USP33"
18.3,15.2,348.5,417.2,305.9,301,"MAGED1"
452,444.6,34.1,24.2,528.2,552.8,"PDE9A"
3616.6,3197.9,2320.5,2136.5,1443.7,1260.7,"MTX2"
177.8,180.4,44.6,45.2,222,228.8,"SP8"
45.6,39.3,-11.9,-1.7,35.6,21.5,"SP8"
-3,-4.4,-5.4,12.8,-20.5,8.6,"UNC13C"
22.5,7.4,-7.6,-5.2,-6.9,49,"MINK1"
-14.3,-0.9,-11.3,7.2,11.7,6.6,"CCDC108"
243.4,240.7,70.9,55.5,189.6,203.8,"ACPL2"
171.7,142.7,426.8,482.7,396,452.7,"CPNE1"
57,68.5,129.6,124.6,139.7,153,"OSBPL5"
-14.4,-6.3,-0.8,-14.9,12.8,-16.2,"GPIHBP1"
18,7.9,20.4,-8.2,2.1,3.6,"ARL6"
-1.3,-15.1,-4.1,-2.7,-19.2,4.6,"C6orf25"
577,605.7,164.7,157.5,74.4,41.4,"ZNF302"
721.7,607.2,1626.5,1703.9,870.1,900.9,"UBE2A"
506.2,610.1,330.3,403.3,281.8,322.3,"SLC37A3"
176.3,163.6,85.2,84.8,510.5,519.7,"AGTRAP"
4.6,-4.5,-5.5,-7.7,3.7,-12.3,"IL22RA2"
2120.2,1907.6,3388.5,3496.2,28.9,118.8,"CD46"
349.3,246.1,419.4,474.8,9.1,56.9,"CD46"
1.8,3.9,10.1,-1.7,-16,-5,"NPFFR2"
-15.5,-9,5.9,-1.8,16.1,11.2,"COL6A3"
5768.5,5667.9,3466.1,3892.1,9740.7,9778.6,"ATP5J2"
-2.2,-14.9,-11.8,-11.5,-9,-12.8,"VCAM1"
62.2,53.5,77.1,68.9,166.3,158.3,"FAM108A3"
3.9,-3.6,23.4,29.9,1.6,14.6,"BMF"
3789.3,3442.3,5871.3,5824.1,6724,6781.7,"CYB5R3"
459.9,538.3,374,407.3,897.7,916.8,"AGBL5"
11.6,14.5,16.7,80.1,18.1,-9,"MAPK8"
101.5,69.9,2857,2885.2,895.2,986,"MYADM"
10.5,-1,2.8,-2.2,22.9,-1.4,"WFDC3"
-8.4,13.9,46.7,42.3,-3.1,-1.1,"AKAP12"
96.2,88.3,98.8,75.8,113.7,162.3,"PMEPA1"
181.9,175.8,25,43.5,276.7,256.9,"SMARCD3"
227.3,210.5,361.8,397.7,732.4,627.2,"GPS1"
642.1,596.4,1420.7,1388.3,1002,1091,"BIN1"
101.1,130.3,136.2,175.1,174,205.8,"RBBP6"
18.3,21,1.8,3.4,-5.1,20.9,"RBBP6"
94.8,82.2,17,20.5,218.7,232.2,"RDM1"
29.5,35,26.7,35.3,38.8,3.8,"AMZ2"
18.9,-2.5,-5,-5.8,-3,30.8,"E2F6"
-22.8,-7.4,-11.2,-9.3,3,-11.2,"PSG6"
-10.3,-9.5,-5.6,-14.8,-19.6,-0.2,"FRMPD2L2"
2029.9,2120.2,1869.1,1852.8,5987.8,5728.7,"FXYD5"
83.8,81.5,128.4,97.2,205.6,199.6,"ZDHHC14"
-2.8,-2.1,2.1,1.3,16.4,-7,"MOG"
